rank,question
613,In which other movies did Mark Wahlberg star besides 'The Lovely Bones'?
614,What is the genre of the movie 'The Assassination of Jesse James by the Coward Robert Ford'?
614,"Can you recommend a movie similar to 'The Assassination of Jesse James by the Coward Robert Ford' in the Biography,Crime,Drama genre?"
614,What other movies did Andrew Dominik direct besides 'The Assassination of Jesse James by the Coward Robert Ford'?
615,What is the genre of the movie 'Don Jon'?
615,"Can you recommend a movie similar to 'Don Jon' in the Comedy,Drama,Romance genre?"
615,In which other movies did Julianne Moore star besides 'Don Jon'?
616,What is the genre of the movie 'Bastille Day'?
616,"Can you recommend a movie similar to 'Bastille Day' in the Action,Crime,Drama genre?"
616,In which other movies did Idris Elba star besides 'Bastille Day'?
617,What is the genre of the movie '2307: Winter's Dream'?
617,Can you recommend a movie similar to '2307: Winter's Dream' in the Sci-Fi genre?
617,What other movies did Joey Curtis direct besides '2307: Winter's Dream'?
618,What is the genre of the movie 'Free State of Jones'?
618,"Can you recommend a movie similar to 'Free State of Jones' in the Action,Biography,Drama genre?"
618,In which other movies did Matthew McConaughey star besides 'Free State of Jones'?
619,What is the genre of the movie 'Mr. Right'?
619,"Can you recommend a movie similar to 'Mr. Right' in the Action,Comedy,Romance genre?"
619,In which other movies did Anna Kendrick star besides 'Mr. Right'?
620,What is the genre of the movie 'The Secret Life of Walter Mitty'?
620,"Can you recommend a movie similar to 'The Secret Life of Walter Mitty' in the Adventure,Comedy,Drama genre?"
620,What other movies did Ben Stiller direct besides 'The Secret Life of Walter Mitty'?
621,What is the genre of the movie 'Dope'?
621,"Can you recommend a movie similar to 'Dope' in the Comedy,Crime,Drama genre?"
621,What other movies did Rick Famuyiwa direct besides 'Dope'?
622,What is the genre of the movie 'Underworld Awakening'?
622,"Can you recommend a movie similar to 'Underworld Awakening' in the Action,Fantasy,Horror genre?"
622,In which other movies did India Eisley star besides 'Underworld Awakening'?
623,What is the genre of the movie 'Antichrist'?
623,"Can you recommend a movie similar to 'Antichrist' in the Drama,Horror genre?"
623,In which other movies did Willem Dafoe star besides 'Antichrist'?
624,What is the genre of the movie 'Friday the 13th'?
624,Can you recommend a movie similar to 'Friday the 13th' in the Horror genre?
624,In which other movies did Derek Mears star besides 'Friday the 13th'?
625,What is the genre of the movie 'Taken 3'?
625,"Can you recommend a movie similar to 'Taken 3' in the Action,Thriller genre?"
625,In which other movies did Forest Whitaker star besides 'Taken 3'?
626,What is the genre of the movie 'Total Recall'?
626,"Can you recommend a movie similar to 'Total Recall' in the Action,Adventure,Mystery genre?"
626,In which other movies did Kate Beckinsale star besides 'Total Recall'?
627,What is the genre of the movie 'X-Men: The Last Stand'?
627,"Can you recommend a movie similar to 'X-Men: The Last Stand' in the Action,Adventure,Fantasy genre?"
627,What other movies did Brett Ratner direct besides 'X-Men: The Last Stand'?
628,What is the genre of the movie 'The Escort'?
628,"Can you recommend a movie similar to 'The Escort' in the Comedy,Drama,Romance genre?"
628,In which other movies did Lyndsy Fonseca star besides 'The Escort'?
629,What is the genre of the movie 'The Whole Truth'?
629,"Can you recommend a movie similar to 'The Whole Truth' in the Crime,Drama,Mystery genre?"
629,In which other movies did Renée Zellweger star besides 'The Whole Truth'?
630,What is the genre of the movie 'Night at the Museum: Secret of the Tomb'?
630,"Can you recommend a movie similar to 'Night at the Museum: Secret of the Tomb' in the Adventure,Comedy,Family genre?"
630,What other movies did Shawn Levy direct besides 'Night at the Museum: Secret of the Tomb'?
631,What is the genre of the movie 'Love & Other Drugs'?
631,"Can you recommend a movie similar to 'Love & Other Drugs' in the Comedy,Drama,Romance genre?"
631,What other movies did Edward Zwick direct besides 'Love & Other Drugs'?
632,What is the genre of the movie 'The Interview'?
632,Can you recommend a movie similar to 'The Interview' in the Comedy genre?
632,In which other movies did Seth Rogen star besides 'The Interview'?
633,What is the genre of the movie 'The Host'?
633,"Can you recommend a movie similar to 'The Host' in the Comedy,Drama,Horror genre?"
633,In which other movies did Doona Bae star besides 'The Host'?
634,What is the genre of the movie 'Megan Is Missing'?
634,"Can you recommend a movie similar to 'Megan Is Missing' in the Drama,Horror,Thriller genre?"
634,In which other movies did Rachel Quinn star besides 'Megan Is Missing'?
635,What is the genre of the movie 'WALL·E'?
635,"Can you recommend a movie similar to 'WALL·E' in the Animation,Adventure,Family genre?"
635,In which other movies did Ben Burtt star besides 'WALL·E'?
636,What is the genre of the movie 'Knocked Up'?
636,"Can you recommend a movie similar to 'Knocked Up' in the Comedy,Romance genre?"
636,In which other movies did Katherine Heigl star besides 'Knocked Up'?
637,What is the genre of the movie 'Source Code'?
637,"Can you recommend a movie similar to 'Source Code' in the Mystery,Romance,Sci-Fi genre?"
637,What other movies did Duncan Jones direct besides 'Source Code'?
638,What is the genre of the movie 'Lawless'?
638,"Can you recommend a movie similar to 'Lawless' in the Crime,Drama genre?"
638,What other movies did John Hillcoat direct besides 'Lawless'?
639,What is the genre of the movie 'Unfriended'?
639,"Can you recommend a movie similar to 'Unfriended' in the Drama,Horror,Mystery genre?"
639,What other movies did Levan Gabriadze direct besides 'Unfriended'?
640,What is the genre of the movie 'American Reunion'?
640,Can you recommend a movie similar to 'American Reunion' in the Comedy genre?
640,In which other movies did Alyson Hannigan star besides 'American Reunion'?
641,What is the genre of the movie 'The Pursuit of Happyness'?
641,"Can you recommend a movie similar to 'The Pursuit of Happyness' in the Biography,Drama genre?"
641,In which other movies did Thandie Newton star besides 'The Pursuit of Happyness'?
642,What is the genre of the movie 'Relatos salvajes'?
642,"Can you recommend a movie similar to 'Relatos salvajes' in the Comedy,Drama,Thriller genre?"
642,In which other movies did Mónica Villa star besides 'Relatos salvajes'?
643,What is the genre of the movie 'The Ridiculous 6'?
643,"Can you recommend a movie similar to 'The Ridiculous 6' in the Comedy,Western genre?"
643,In which other movies did Terry Crews star besides 'The Ridiculous 6'?
644,What is the genre of the movie 'Frantz'?
644,"Can you recommend a movie similar to 'Frantz' in the Drama,History,War genre?"
644,In which other movies did Marie Gruber star besides 'Frantz'?
645,What is the genre of the movie 'Viral'?
645,"Can you recommend a movie similar to 'Viral' in the Drama,Horror,Sci-Fi genre?"
645,What other movies did Henry Joost direct besides 'Viral'?
646,What is the genre of the movie 'Gran Torino'?
646,Can you recommend a movie similar to 'Gran Torino' in the Drama genre?
646,In which other movies did Christopher Carley star besides 'Gran Torino'?
647,What is the genre of the movie 'Burnt'?
647,"Can you recommend a movie similar to 'Burnt' in the Comedy,Drama genre?"
647,In which other movies did Riccardo Scamarcio star besides 'Burnt'?
648,What is the genre of the movie 'Tall Men'?
648,"Can you recommend a movie similar to 'Tall Men' in the Fantasy,Horror,Thriller genre?"
648,What other movies did Jonathan Holbrook direct besides 'Tall Men'?
649,What is the genre of the movie 'Sleeping Beauty'?
649,"Can you recommend a movie similar to 'Sleeping Beauty' in the Drama,Romance genre?"
649,In which other movies did Rachael Blake star besides 'Sleeping Beauty'?
650,What is the genre of the movie 'Vampire Academy'?
650,"Can you recommend a movie similar to 'Vampire Academy' in the Action,Comedy,Fantasy genre?"
650,In which other movies did Gabriel Byrne star besides 'Vampire Academy'?
651,What is the genre of the movie 'Sweeney Todd: The Demon Barber of Fleet Street'?
651,"Can you recommend a movie similar to 'Sweeney Todd: The Demon Barber of Fleet Street' in the Drama,Horror,Musical genre?"
651,In which other movies did Johnny Depp star besides 'Sweeney Todd: The Demon Barber of Fleet Street'?
652,What is the genre of the movie 'Solace'?
652,"Can you recommend a movie similar to 'Solace' in the Crime,Drama,Mystery genre?"
652,What other movies did Afonso Poyart direct besides 'Solace'?
653,What is the genre of the movie 'Insidious'?
653,"Can you recommend a movie similar to 'Insidious' in the Horror,Mystery,Thriller genre?"
653,What other movies did James Wan direct besides 'Insidious'?
654,What is the genre of the movie 'Popstar: Never Stop Never Stopping'?
654,"Can you recommend a movie similar to 'Popstar: Never Stop Never Stopping' in the Comedy,Music genre?"
654,What other movies did Akiva Schaffer direct besides 'Popstar: Never Stop Never Stopping'?
655,What is the genre of the movie 'The Levelling'?
655,Can you recommend a movie similar to 'The Levelling' in the Drama genre?
655,In which other movies did David Troughton star besides 'The Levelling'?
656,What is the genre of the movie 'Public Enemies'?
656,"Can you recommend a movie similar to 'Public Enemies' in the Biography,Crime,Drama genre?"
656,What other movies did Michael Mann direct besides 'Public Enemies'?
657,What is the genre of the movie 'Boyhood'?
657,Can you recommend a movie similar to 'Boyhood' in the Drama genre?
657,In which other movies did Ethan Hawke star besides 'Boyhood'?
658,What is the genre of the movie 'Teenage Mutant Ninja Turtles'?
658,"Can you recommend a movie similar to 'Teenage Mutant Ninja Turtles' in the Action,Adventure,Comedy genre?"
658,What other movies did Jonathan Liebesman direct besides 'Teenage Mutant Ninja Turtles'?
659,What is the genre of the movie 'Eastern Promises'?
659,"Can you recommend a movie similar to 'Eastern Promises' in the Crime,Drama,Mystery genre?"
659,What other movies did David Cronenberg direct besides 'Eastern Promises'?
660,What is the genre of the movie 'The Daughter'?
660,Can you recommend a movie similar to 'The Daughter' in the Drama genre?
660,In which other movies did Sam Neill star besides 'The Daughter'?
661,What is the genre of the movie 'Pineapple Express'?
661,"Can you recommend a movie similar to 'Pineapple Express' in the Action,Comedy,Crime genre?"
661,What other movies did David Gordon Green direct besides 'Pineapple Express'?
662,What is the genre of the movie 'The First Time'?
662,"Can you recommend a movie similar to 'The First Time' in the Comedy,Drama,Romance genre?"
662,In which other movies did James Frecheville star besides 'The First Time'?
663,What is the genre of the movie 'Gone Baby Gone'?
663,"Can you recommend a movie similar to 'Gone Baby Gone' in the Crime,Drama,Mystery genre?"
663,What other movies did Ben Affleck direct besides 'Gone Baby Gone'?
664,What is the genre of the movie 'The Heat'?
664,"Can you recommend a movie similar to 'The Heat' in the Action,Comedy,Crime genre?"
664,In which other movies did Demián Bichir star besides 'The Heat'?
665,What is the genre of the movie 'L'avenir'?
665,Can you recommend a movie similar to 'L'avenir' in the Drama genre?
665,In which other movies did Edith Scob star besides 'L'avenir'?
666,What is the genre of the movie 'Anna Karenina'?
666,"Can you recommend a movie similar to 'Anna Karenina' in the Drama,Romance genre?"
666,In which other movies did Aaron Taylor-Johnson star besides 'Anna Karenina'?
667,What is the genre of the movie 'Regression'?
667,"Can you recommend a movie similar to 'Regression' in the Crime,Drama,Mystery genre?"
667,What other movies did Alejandro Amenábar direct besides 'Regression'?
668,What is the genre of the movie 'Ted 2'?
668,"Can you recommend a movie similar to 'Ted 2' in the Adventure,Comedy,Romance genre?"
668,In which other movies did Mark Wahlberg star besides 'Ted 2'?
669,What is the genre of the movie 'Pain & Gain'?
669,"Can you recommend a movie similar to 'Pain & Gain' in the Comedy,Crime,Drama genre?"
